task_id,task,deadline_days,complexity,resources,dependencies,priority,success,delay,gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,task_length,deadline_urgency,resource_efficiency,start_delay,completion_time,abandoned
TASK-157,Simulated task 157 with 61 words,1,0.427,0.456,2,2,0,1,,,,,,,,,61.0,2.0,0.867,0.2,1,1
TASK-158,Simulated task 158 with 87 words,19,0.425,0.534,2,5,1,0,,,,,,,,,87.0,0.263,1.017,0.0,19,0
TASK-159,Simulated task 159 with 58 words,28,0.62,0.638,3,4,1,1,,,,,,,,,58.0,0.143,0.886,5.6000000000000005,28,0
TASK-160,Simulated task 160 with 76 words,21,0.36,1.0,5,3,1,1,,,,,,,,,76.0,0.143,2.176,4.2,21,0
TASK-161,Simulated task 161 with 108 words,4,1.0,0.399,2,3,0,0,,,,,,,,,108.0,0.75,0.363,0.0,4,0
TASK-162,Simulated task 162 with 50 words,5,0.777,0.187,2,2,0,1,,,,,,,,,50.0,0.4,0.213,1.0,5,1
TASK-163,Simulated task 163 with 96 words,23,0.776,0.95,1,5,1,0,,,,,,,,,96.0,0.217,1.084,0.0,23,0
TASK-164,Simulated task 164 with 62 words,25,0.293,0.381,0,4,1,0,,,,,,,,,62.0,0.16,0.968,0.0,25,0
TASK-165,Simulated task 165 with 48 words,17,0.1,0.967,2,5,1,0,,,,,,,,,48.0,0.294,4.834,0.0,17,0
TASK-166,Simulated task 166 with 51 words,5,0.432,0.911,0,4,1,0,,,,,,,,,51.0,0.8,1.712,0.0,5,0
TASK-167,Simulated task 167 with 54 words,19,0.559,0.736,3,4,1,0,,,,,,,,,54.0,0.211,1.117,0.0,19,0
TASK-168,Simulated task 168 with 66 words,3,0.468,0.904,3,5,1,1,,,,,,,,,66.0,1.667,1.592,0.6000000000000001,3,0
TASK-169,Simulated task 169 with 100 words,11,0.394,0.142,2,1,0,1,,,,,,,,,100.0,0.091,0.288,2.2,11,1
TASK-170,Simulated task 170 with 76 words,2,0.152,0.262,0,3,0,1,,,,,,,,,76.0,1.5,1.04,0.4,2,1
TASK-171,Simulated task 171 with 77 words,22,0.366,0.671,3,1,1,0,,,,,,,,,77.0,0.045,1.441,0.0,22,0
TASK-172,Simulated task 172 with 62 words,14,0.451,0.503,3,3,0,1,,,,,,,,,62.0,0.214,0.913,2.8000000000000003,14,1
TASK-173,Simulated task 173 with 65 words,6,0.401,0.404,3,1,0,1,,,,,,,,,65.0,0.167,0.806,1.2000000000000002,6,1
TASK-174,Simulated task 174 with 57 words,19,0.4,0.802,2,5,1,0,,,,,,,,,57.0,0.263,1.605,0.0,19,0
TASK-175,Simulated task 175 with 72 words,1,0.34,0.664,2,5,0,1,,,,,,,,,72.0,5.0,1.509,0.2,1,1
TASK-176,Simulated task 176 with 38 words,7,0.831,0.862,2,4,0,0,,,,,,,,,38.0,0.571,0.926,0.0,7,0
TASK-177,Simulated task 177 with 86 words,2,0.642,0.507,0,2,0,0,,,,,,,,,86.0,1.0,0.684,0.0,2,0
TASK-178,Simulated task 178 with 73 words,24,0.691,0.596,2,5,0,0,,,,,,,,,73.0,0.208,0.753,0.0,24,0
TASK-179,Simulated task 179 with 58 words,19,0.555,0.985,0,3,1,0,,,,,,,,,58.0,0.158,1.505,0.0,19,0
TASK-180,Simulated task 180 with 58 words,1,0.233,0.279,2,4,0,1,,,,,,,,,58.0,4.0,0.838,0.2,1,1
TASK-181,Simulated task 181 with 61 words,26,0.648,0.578,2,3,0,0,,,,,,,,,61.0,0.115,0.774,0.0,26,0
TASK-182,Simulated task 182 with 62 words,9,0.77,0.381,4,1,0,1,,,,,,,,,62.0,0.111,0.439,1.8,9,1
TASK-183,Simulated task 183 with 42 words,21,0.799,1.0,2,2,1,0,,,,,,,,,42.0,0.095,1.113,0.0,21,0
TASK-184,Simulated task 184 with 62 words,17,0.625,1.0,2,5,0,0,,,,,,,,,62.0,0.294,1.38,0.0,17,0
TASK-185,Simulated task 185 with 54 words,10,0.5,0.652,2,1,0,1,,,,,,,,,54.0,0.1,1.087,2.0,10,1
TASK-186,Simulated task 186 with 74 words,27,0.5,0.723,0,4,1,0,,,,,,,,,74.0,0.148,1.206,0.0,27,0
TASK-187,Simulated task 187 with 61 words,6,0.604,0.574,3,3,0,0,,,,,,,,,61.0,0.5,0.816,0.0,6,0
TASK-188,Simulated task 188 with 72 words,26,0.172,0.564,3,2,1,1,,,,,,,,,72.0,0.077,2.077,5.2,26,0
TASK-189,Simulated task 189 with 94 words,3,0.628,0.621,2,5,0,1,,,,,,,,,94.0,1.667,0.853,0.6000000000000001,3,1
TASK-190,Simulated task 190 with 42 words,27,0.403,0.263,1,3,1,0,,,,,,,,,42.0,0.111,0.523,0.0,27,0
TASK-191,Simulated task 191 with 84 words,20,0.942,0.765,4,5,1,1,,,,,,,,,84.0,0.25,0.734,4.0,20,0
TASK-192,Simulated task 192 with 58 words,24,0.44,0.354,2,5,0,0,,,,,,,,,58.0,0.208,0.655,0.0,24,0
TASK-193,Simulated task 193 with 66 words,15,0.539,0.512,1,3,0,0,,,,,,,,,66.0,0.2,0.801,0.0,15,0
TASK-194,Simulated task 194 with 80 words,21,0.529,0.608,3,5,1,0,,,,,,,,,80.0,0.238,0.967,0.0,21,0
TASK-195,Simulated task 195 with 42 words,28,0.362,0.409,1,4,1,0,,,,,,,,,42.0,0.143,0.887,0.0,28,0
TASK-196,Simulated task 196 with 41 words,22,0.591,0.749,2,2,1,1,,,,,,,,,41.0,0.091,1.084,4.4,22,0
TASK-197,Simulated task 197 with 80 words,26,0.568,0.481,1,1,0,0,,,,,,,,,80.0,0.038,0.72,0.0,26,0
TASK-198,Simulated task 198 with 70 words,20,0.705,0.866,1,2,0,0,,,,,,,,,70.0,0.1,1.077,0.0,20,0
TASK-199,Simulated task 199 with 76 words,6,0.644,0.382,3,1,0,1,,,,,,,,,76.0,0.167,0.514,1.2000000000000002,6,1
TASK-200,Simulated task 200 with 46 words,3,0.537,0.558,0,4,1,0,,,,,,,,,46.0,1.333,0.876,0.0,3,0
TASK-201,Simulated task 201 with 64 words,10,0.336,0.332,1,2,1,1,,,,,,,,,64.0,0.2,0.761,2.0,10,0
TASK-202,Simulated task 202 with 79 words,12,0.342,0.846,1,4,1,0,,,,,,,,,79.0,0.333,1.913,0.0,12,0
TASK-203,Simulated task 203 with 34 words,1,0.831,0.522,2,3,0,1,,,,,,,,,34.0,3.0,0.561,0.2,1,1
TASK-204,Simulated task 204 with 72 words,22,0.517,0.461,3,1,0,1,,,,,,,,,72.0,0.045,0.746,4.4,22,1
TASK-205,Simulated task 205 with 78 words,30,0.915,0.553,2,3,0,1,,,,,,,,,78.0,0.1,0.544,6.0,30,1
TASK-206,Simulated task 206 with 60 words,29,0.336,0.573,3,3,1,0,,,,,,,,,60.0,0.103,1.312,0.0,29,0
TASK-207,Simulated task 207 with 58 words,16,0.939,0.701,2,2,0,1,,,,,,,,,58.0,0.125,0.675,3.2,16,1
TASK-208,Simulated task 208 with 46 words,17,0.311,0.735,3,5,0,0,,,,,,,,,46.0,0.294,1.786,0.0,17,0
TASK-209,Simulated task 209 with 50 words,10,0.412,0.562,1,5,1,1,,,,,,,,,50.0,0.5,1.097,2.0,10,0
TASK-210,Simulated task 210 with 57 words,12,0.588,0.59,1,4,0,0,,,,,,,,,57.0,0.333,0.857,0.0,12,0
TASK-211,Simulated task 211 with 54 words,19,0.7,0.1,1,2,0,0,,,,,,,,,54.0,0.105,0.125,0.0,19,0
TASK-212,Simulated task 212 with 62 words,28,0.636,0.487,3,3,0,1,,,,,,,,,62.0,0.107,0.662,5.6000000000000005,28,1
TASK-213,Simulated task 213 with 104 words,8,0.117,0.958,3,4,1,1,,,,,,,,,104.0,0.5,4.406,1.6,8,0
TASK-214,Simulated task 214 with 72 words,23,0.386,0.712,2,3,1,1,,,,,,,,,72.0,0.13,1.467,4.6000000000000005,23,0
TASK-215,Simulated task 215 with 51 words,8,0.271,0.332,0,4,1,0,,,,,,,,,51.0,0.5,0.894,0.0,8,0
TASK-216,Simulated task 216 with 82 words,10,0.224,0.503,1,1,0,0,,,,,,,,,82.0,0.1,1.554,0.0,10,0
TASK-217,Simulated task 217 with 100 words,10,0.497,0.451,2,4,0,0,,,,,,,,,100.0,0.4,0.755,0.0,10,0
TASK-218,Simulated task 218 with 72 words,18,0.1,0.868,2,4,1,0,,,,,,,,,72.0,0.222,4.338,0.0,18,0
TASK-219,Simulated task 219 with 72 words,10,0.7,0.842,2,3,0,1,,,,,,,,,72.0,0.3,1.053,2.0,10,1
TASK-220,Simulated task 220 with 72 words,7,0.649,0.405,0,5,1,0,,,,,,,,,72.0,0.714,0.54,0.0,7,0
TASK-221,Simulated task 221 with 68 words,30,0.824,0.602,3,3,0,0,,,,,,,,,68.0,0.1,0.652,0.0,30,0
TASK-222,Simulated task 222 with 73 words,4,0.287,0.317,3,2,0,1,,,,,,,,,73.0,0.5,0.819,0.8,4,1
TASK-223,Simulated task 223 with 57 words,1,0.306,0.443,2,3,0,0,,,,,,,,,57.0,3.0,1.091,0.0,1,0
TASK-224,Simulated task 224 with 84 words,11,0.71,0.453,1,5,0,1,,,,,,,,,84.0,0.455,0.558,2.2,11,1
TASK-225,Simulated task 225 with 52 words,19,0.726,0.424,4,2,1,1,,,,,,,,,52.0,0.105,0.514,3.8000000000000003,19,0
TASK-226,Simulated task 226 with 61 words,5,0.77,0.692,2,5,1,1,,,,,,,,,61.0,1.0,0.795,1.0,5,0
TASK-227,Simulated task 227 with 81 words,30,0.731,0.937,4,2,1,1,,,,,,,,,81.0,0.067,1.128,6.0,30,0
TASK-228,Simulated task 228 with 62 words,26,0.544,0.585,1,3,1,1,,,,,,,,,62.0,0.115,0.909,5.2,26,0
TASK-229,Simulated task 229 with 85 words,8,0.408,0.336,2,5,0,1,,,,,,,,,85.0,0.625,0.662,1.6,8,1
TASK-230,Simulated task 230 with 48 words,2,0.647,0.652,2,5,0,0,,,,,,,,,48.0,2.5,0.873,0.0,2,0
TASK-231,Simulated task 231 with 59 words,2,0.412,0.652,0,1,0,0,,,,,,,,,59.0,0.5,1.275,0.0,2,0
TASK-232,Simulated task 232 with 79 words,24,0.521,0.553,1,1,1,0,,,,,,,,,79.0,0.042,0.89,0.0,24,0
TASK-233,Simulated task 233 with 76 words,14,0.424,1.0,2,4,0,0,,,,,,,,,76.0,0.286,1.91,0.0,14,0
TASK-234,Simulated task 234 with 60 words,9,0.553,0.661,5,1,0,1,,,,,,,,,60.0,0.111,1.012,1.8,9,1
TASK-235,Simulated task 235 with 119 words,10,0.748,0.743,4,5,1,1,,,,,,,,,119.0,0.5,0.876,2.0,10,0
TASK-236,Simulated task 236 with 77 words,13,0.43,0.1,4,4,0,1,,,,,,,,,77.0,0.308,0.189,2.6,13,1
TASK-237,Simulated task 237 with 49 words,29,0.4,0.359,2,3,1,0,,,,,,,,,49.0,0.103,0.719,0.0,29,0
TASK-238,Simulated task 238 with 103 words,1,0.479,0.728,3,4,0,1,,,,,,,,,103.0,4.0,1.259,0.2,1,1
TASK-239,Simulated task 239 with 108 words,14,0.264,0.671,1,2,1,0,,,,,,,,,108.0,0.143,1.842,0.0,14,0
TASK-240,Simulated task 240 with 72 words,2,0.633,0.505,4,4,0,1,,,,,,,,,72.0,2.0,0.69,0.4,2,1
TASK-241,Simulated task 241 with 107 words,4,0.523,0.713,3,1,1,1,,,,,,,,,107.0,0.25,1.145,0.8,4,0
TASK-242,Simulated task 242 with 56 words,28,0.493,0.832,2,3,1,0,,,,,,,,,56.0,0.107,1.403,0.0,28,0
TASK-243,Simulated task 243 with 76 words,19,0.566,0.482,1,2,0,0,,,,,,,,,76.0,0.105,0.724,0.0,19,0
TASK-244,Simulated task 244 with 86 words,1,0.205,0.444,2,4,0,1,,,,,,,,,86.0,4.0,1.456,0.2,1,1
TASK-245,Simulated task 245 with 108 words,4,0.78,0.536,4,3,0,1,,,,,,,,,108.0,0.75,0.609,0.8,4,1
TASK-246,Simulated task 246 with 82 words,11,0.396,0.725,3,1,0,1,,,,,,,,,82.0,0.091,1.461,2.2,11,1
TASK-247,Simulated task 247 with 83 words,13,0.425,0.457,2,3,1,1,,,,,,,,,83.0,0.231,0.87,2.6,13,0
TASK-248,Simulated task 248 with 67 words,27,0.673,0.813,2,3,1,0,,,,,,,,,67.0,0.111,1.052,0.0,27,0
TASK-249,Simulated task 249 with 75 words,18,0.622,0.479,1,2,1,0,,,,,,,,,75.0,0.111,0.664,0.0,18,0
TASK-250,Simulated task 250 with 61 words,10,0.9,0.46,5,5,0,1,,,,,,,,,61.0,0.5,0.46,2.0,10,1
TASK-251,Simulated task 251 with 71 words,5,0.307,1.0,3,1,1,0,,,,,,,,,71.0,0.2,2.457,0.0,5,0
TASK-252,Simulated task 252 with 64 words,1,0.312,0.291,2,2,0,1,,,,,,,,,64.0,2.0,0.706,0.2,1,1
TASK-253,Simulated task 253 with 96 words,14,0.261,0.795,2,2,0,0,,,,,,,,,96.0,0.143,2.204,0.0,14,0
TASK-254,Simulated task 254 with 84 words,16,0.527,0.148,4,2,0,1,,,,,,,,,84.0,0.125,0.237,3.2,16,1
TASK-255,Simulated task 255 with 54 words,24,0.446,0.765,3,5,1,0,,,,,,,,,54.0,0.208,1.401,0.0,24,0
TASK-256,Simulated task 256 with 90 words,26,0.361,1.0,1,5,1,0,,,,,,,,,90.0,0.192,2.169,0.0,26,0
TASK-257,Simulated task 257 with 61 words,18,0.487,0.864,2,4,0,1,,,,,,,,,61.0,0.222,1.473,3.6,18,1
TASK-258,Simulated task 258 with 63 words,27,0.294,0.935,3,4,1,0,,,,,,,,,63.0,0.148,2.374,0.0,27,0
TASK-259,Simulated task 259 with 60 words,3,0.809,0.576,1,1,0,0,,,,,,,,,60.0,0.333,0.634,0.0,3,0
TASK-260,Simulated task 260 with 78 words,3,0.36,0.836,0,1,1,0,,,,,,,,,78.0,0.333,1.816,0.0,3,0
TASK-261,Simulated task 261 with 73 words,4,0.386,0.662,0,5,1,0,,,,,,,,,73.0,1.25,1.363,0.0,4,0
TASK-262,Simulated task 262 with 46 words,7,0.1,1.0,1,5,1,0,,,,,,,,,46.0,0.714,5.0,0.0,7,0
TASK-263,Simulated task 263 with 101 words,13,0.171,0.323,0,5,1,0,,,,,,,,,101.0,0.385,1.194,0.0,13,0
TASK-264,Simulated task 264 with 76 words,9,0.382,0.897,2,2,0,0,,,,,,,,,76.0,0.222,1.859,0.0,9,0
TASK-265,Simulated task 265 with 85 words,3,0.439,0.707,1,5,1,1,,,,,,,,,85.0,1.667,1.312,0.6000000000000001,3,0
TASK-266,Simulated task 266 with 52 words,17,0.644,0.372,1,2,0,1,,,,,,,,,52.0,0.118,0.5,3.4000000000000004,17,1
TASK-267,Simulated task 267 with 80 words,15,0.201,0.531,0,2,0,0,,,,,,,,,80.0,0.133,1.766,0.0,15,0
TASK-268,Simulated task 268 with 73 words,27,0.59,0.2,1,1,1,1,,,,,,,,,73.0,0.037,0.289,5.4,27,0
TASK-269,Simulated task 269 with 52 words,10,0.625,0.1,1,3,0,0,,,,,,,,,52.0,0.3,0.138,0.0,10,0
TASK-270,Simulated task 270 with 50 words,15,0.635,0.3,1,4,0,1,,,,,,,,,50.0,0.267,0.408,3.0,15,1
TASK-271,Simulated task 271 with 76 words,1,0.707,0.503,5,4,0,1,,,,,,,,,76.0,4.0,0.623,0.2,1,1
TASK-272,Simulated task 272 with 68 words,28,0.268,0.62,2,1,1,0,,,,,,,,,68.0,0.036,1.687,0.0,28,0
TASK-273,Simulated task 273 with 44 words,27,0.608,0.273,2,1,0,1,,,,,,,,,44.0,0.037,0.385,5.4,27,1
TASK-274,Simulated task 274 with 47 words,22,0.853,0.521,2,5,1,1,,,,,,,,,47.0,0.227,0.547,4.4,22,0
TASK-275,Simulated task 275 with 55 words,21,0.78,0.659,3,5,1,0,,,,,,,,,55.0,0.238,0.749,0.0,21,0
TASK-276,Simulated task 276 with 45 words,10,0.878,0.456,1,5,0,0,,,,,,,,,45.0,0.5,0.466,0.0,10,0
TASK-277,Simulated task 277 with 55 words,7,0.548,0.33,1,2,0,0,,,,,,,,,55.0,0.286,0.509,0.0,7,0
TASK-278,Simulated task 278 with 83 words,7,0.382,0.417,2,2,0,0,,,,,,,,,83.0,0.286,0.866,0.0,7,0
TASK-279,Simulated task 279 with 71 words,3,0.1,0.934,0,5,1,0,,,,,,,,,71.0,1.667,4.671,0.0,3,0
TASK-280,Simulated task 280 with 108 words,7,0.251,0.168,5,2,0,1,,,,,,,,,108.0,0.286,0.479,1.4000000000000001,7,1
TASK-281,Simulated task 281 with 48 words,9,0.395,0.889,2,1,1,1,,,,,,,,,48.0,0.111,1.795,1.8,9,0
TASK-282,Simulated task 282 with 55 words,8,0.431,0.941,2,5,1,0,,,,,,,,,55.0,0.625,1.773,0.0,8,0
TASK-283,Simulated task 283 with 74 words,3,0.342,0.511,1,4,0,1,,,,,,,,,74.0,1.333,1.157,0.6000000000000001,3,1
TASK-284,Simulated task 284 with 98 words,26,0.568,0.715,0,4,1,0,,,,,,,,,98.0,0.154,1.071,0.0,26,0
TASK-285,Simulated task 285 with 56 words,5,0.539,0.405,4,2,0,1,,,,,,,,,56.0,0.4,0.633,1.0,5,1
TASK-286,Simulated task 286 with 65 words,13,0.508,0.667,0,4,1,0,,,,,,,,,65.0,0.308,1.097,0.0,13,0
TASK-287,Simulated task 287 with 39 words,13,0.657,1.0,2,5,0,0,,,,,,,,,39.0,0.385,1.321,0.0,13,0
TASK-288,Simulated task 288 with 73 words,30,0.406,0.918,4,4,1,0,,,,,,,,,73.0,0.133,1.814,0.0,30,0
TASK-289,Simulated task 289 with 95 words,8,0.719,0.474,3,1,0,1,,,,,,,,,95.0,0.125,0.579,1.6,8,1
TASK-290,Simulated task 290 with 66 words,18,0.259,0.27,2,2,0,0,,,,,,,,,66.0,0.111,0.752,0.0,18,0
TASK-291,Simulated task 291 with 47 words,30,0.439,0.527,1,4,1,0,,,,,,,,,47.0,0.133,0.976,0.0,30,0
TASK-292,Simulated task 292 with 63 words,30,0.564,0.668,3,2,1,1,,,,,,,,,63.0,0.067,1.007,6.0,30,0
TASK-293,Simulated task 293 with 61 words,7,0.116,0.78,3,1,1,0,,,,,,,,,61.0,0.143,3.609,0.0,7,0
TASK-294,Simulated task 294 with 79 words,27,0.399,0.573,0,4,1,0,,,,,,,,,79.0,0.148,1.147,0.0,27,0
TASK-295,Simulated task 295 with 45 words,10,0.642,1.0,0,5,1,0,,,,,,,,,45.0,0.5,1.347,0.0,10,0
TASK-296,Simulated task 296 with 45 words,10,0.415,0.608,1,3,1,0,,,,,,,,,45.0,0.3,1.182,0.0,10,0
TASK-297,Simulated task 297 with 74 words,23,0.135,0.481,2,4,1,0,,,,,,,,,74.0,0.174,2.043,0.0,23,0
TASK-298,Simulated task 298 with 73 words,11,0.323,0.731,7,1,0,1,,,,,,,,,73.0,0.091,1.73,2.2,11,1
TASK-299,Simulated task 299 with 48 words,12,0.231,0.775,1,3,1,0,,,,,,,,,48.0,0.25,2.342,0.0,12,0
TASK-300,Simulated task 300 with 66 words,30,0.599,0.409,2,4,0,0,,,,,,,,,66.0,0.133,0.585,0.0,30,0
TASK-301,Simulated task 301 with 92 words,13,0.523,0.365,2,2,0,1,,,,,,,,,92.0,0.154,0.586,2.6,13,1
TASK-302,Simulated task 302 with 77 words,8,0.188,0.19,1,1,0,0,,,,,,,,,77.0,0.125,0.659,0.0,8,0
TASK-303,Simulated task 303 with 62 words,17,0.172,0.528,2,4,1,0,,,,,,,,,62.0,0.235,1.937,0.0,17,0
TASK-304,Simulated task 304 with 86 words,24,0.355,0.904,2,1,1,0,,,,,,,,,86.0,0.042,1.987,0.0,24,0
TASK-305,Simulated task 305 with 40 words,14,0.506,0.767,0,5,1,0,,,,,,,,,40.0,0.357,1.264,0.0,14,0
TASK-306,Simulated task 306 with 85 words,17,0.366,0.881,0,3,1,0,,,,,,,,,85.0,0.176,1.892,0.0,17,0
TASK-307,Simulated task 307 with 27 words,19,0.57,0.436,2,3,1,1,,,,,,,,,27.0,0.158,0.651,3.8000000000000003,19,0
TASK-308,Simulated task 308 with 60 words,16,0.563,0.559,2,5,1,0,,,,,,,,,60.0,0.312,0.843,0.0,16,0
TASK-309,Simulated task 309 with 58 words,9,0.606,0.124,0,3,0,0,,,,,,,,,58.0,0.333,0.175,0.0,9,0
TASK-310,Simulated task 310 with 83 words,20,0.217,0.852,3,3,1,1,,,,,,,,,83.0,0.15,2.685,4.0,20,0
TASK-311,Simulated task 311 with 82 words,10,0.445,0.936,3,5,0,0,,,,,,,,,82.0,0.5,1.717,0.0,10,0
TASK-312,Simulated task 312 with 86 words,29,0.715,0.333,4,2,0,1,,,,,,,,,86.0,0.069,0.409,5.800000000000001,29,1
TASK-313,Simulated task 313 with 71 words,9,0.366,1.0,2,3,1,1,,,,,,,,,71.0,0.333,2.148,1.8,9,0
TASK-314,Simulated task 314 with 69 words,1,0.337,0.541,2,2,0,1,,,,,,,,,69.0,2.0,1.238,0.2,1,1
TASK-315,Simulated task 315 with 80 words,24,0.402,0.329,3,1,0,1,,,,,,,,,80.0,0.042,0.655,4.800000000000001,24,1
TASK-316,Simulated task 316 with 91 words,3,0.397,0.521,4,1,0,1,,,,,,,,,91.0,0.333,1.048,0.6000000000000001,3,1
TASK-317,Simulated task 317 with 54 words,11,0.524,0.757,1,3,0,0,,,,,,,,,54.0,0.273,1.213,0.0,11,0
TASK-318,Simulated task 318 with 58 words,7,0.384,0.587,2,1,1,1,,,,,,,,,58.0,0.143,1.213,1.4000000000000001,7,0
TASK-319,Simulated task 319 with 61 words,18,0.1,0.455,1,5,1,0,,,,,,,,,61.0,0.278,2.277,0.0,18,0
TASK-320,Simulated task 320 with 42 words,13,0.737,0.748,6,3,0,1,,,,,,,,,42.0,0.231,0.894,2.6,13,1
TASK-321,Simulated task 321 with 48 words,23,0.601,0.771,1,5,1,0,,,,,,,,,48.0,0.217,1.1,0.0,23,0
TASK-322,Simulated task 322 with 79 words,23,0.53,0.557,7,2,0,1,,,,,,,,,79.0,0.087,0.884,4.6000000000000005,23,1
TASK-323,Simulated task 323 with 56 words,25,0.481,0.511,2,4,1,0,,,,,,,,,56.0,0.16,0.879,0.0,25,0
TASK-324,Simulated task 324 with 88 words,18,0.435,0.464,2,4,0,0,,,,,,,,,88.0,0.222,0.866,0.0,18,0
TASK-325,Simulated task 325 with 134 words,16,0.34,0.72,5,3,1,1,,,,,,,,,134.0,0.188,1.636,3.2,16,0
TASK-326,Simulated task 326 with 91 words,24,0.124,0.199,2,5,0,1,,,,,,,,,91.0,0.208,0.886,4.800000000000001,24,1
TASK-327,Simulated task 327 with 65 words,16,0.825,0.409,2,4,0,0,,,,,,,,,65.0,0.25,0.442,0.0,16,0
TASK-328,Simulated task 328 with 38 words,21,0.504,0.559,2,3,1,1,,,,,,,,,38.0,0.143,0.926,4.2,21,0
TASK-329,Simulated task 329 with 58 words,10,0.178,0.403,3,4,0,1,,,,,,,,,58.0,0.4,1.451,2.0,10,1
TASK-330,Simulated task 330 with 41 words,9,0.295,0.663,2,4,1,1,,,,,,,,,41.0,0.444,1.681,1.8,9,0
TASK-331,Simulated task 331 with 70 words,8,0.561,0.641,0,1,1,1,,,,,,,,,70.0,0.125,0.97,1.6,8,0
TASK-332,Simulated task 332 with 50 words,19,0.557,1.0,1,3,1,0,,,,,,,,,50.0,0.158,1.522,0.0,19,0
TASK-333,Simulated task 333 with 77 words,3,0.35,0.41,2,4,0,1,,,,,,,,,77.0,1.333,0.909,0.6000000000000001,3,1
TASK-334,Simulated task 334 with 68 words,27,0.284,0.597,3,3,1,1,,,,,,,,,68.0,0.111,1.554,5.4,27,0
TASK-335,Simulated task 335 with 51 words,28,0.386,0.361,2,1,0,1,,,,,,,,,51.0,0.036,0.743,5.6000000000000005,28,1
TASK-336,Simulated task 336 with 54 words,26,0.114,1.0,1,3,1,0,,,,,,,,,54.0,0.115,4.67,0.0,26,0
TASK-337,Simulated task 337 with 103 words,24,0.405,1.0,3,1,1,0,,,,,,,,,103.0,0.042,1.981,0.0,24,0
TASK-338,Simulated task 338 with 48 words,9,0.407,0.208,4,4,0,1,,,,,,,,,48.0,0.444,0.41,1.8,9,1
TASK-339,Simulated task 339 with 87 words,2,0.805,0.559,0,4,0,0,,,,,,,,,87.0,2.0,0.617,0.0,2,0
TASK-340,Simulated task 340 with 61 words,19,0.41,0.609,1,4,0,0,,,,,,,,,61.0,0.211,1.194,0.0,19,0
TASK-341,Simulated task 341 with 73 words,30,0.551,0.515,1,1,1,0,,,,,,,,,73.0,0.033,0.792,0.0,30,0
TASK-342,Simulated task 342 with 46 words,30,0.82,0.479,1,2,0,0,,,,,,,,,46.0,0.067,0.521,0.0,30,0
TASK-343,Simulated task 343 with 44 words,8,0.287,0.793,2,1,1,0,,,,,,,,,44.0,0.125,2.051,0.0,8,0
TASK-344,Simulated task 344 with 58 words,18,0.375,1.0,3,1,1,0,,,,,,,,,58.0,0.056,2.105,0.0,18,0
TASK-345,Simulated task 345 with 83 words,8,0.392,0.802,4,5,0,0,,,,,,,,,83.0,0.625,1.629,0.0,8,0
TASK-346,Simulated task 346 with 55 words,5,0.165,0.816,1,4,0,0,,,,,,,,,55.0,0.8,3.078,0.0,5,0
TASK-347,Simulated task 347 with 41 words,6,0.448,0.511,1,4,0,0,,,,,,,,,41.0,0.667,0.934,0.0,6,0
TASK-348,Simulated task 348 with 65 words,30,0.733,0.854,2,5,1,0,,,,,,,,,65.0,0.167,1.026,0.0,30,0
TASK-349,Simulated task 349 with 79 words,10,0.669,0.854,1,2,1,0,,,,,,,,,79.0,0.2,1.11,0.0,10,0
TASK-350,Simulated task 350 with 71 words,15,0.736,0.481,0,3,1,0,,,,,,,,,71.0,0.2,0.575,0.0,15,0
TASK-351,Simulated task 351 with 55 words,28,0.373,0.542,4,4,1,0,,,,,,,,,55.0,0.143,1.145,0.0,28,0
TASK-352,Simulated task 352 with 58 words,4,0.274,0.206,0,4,1,1,,,,,,,,,58.0,1.0,0.551,0.8,4,0
TASK-353,Simulated task 353 with 63 words,3,0.951,0.262,2,1,0,0,,,,,,,,,63.0,0.333,0.249,0.0,3,0
TASK-354,Simulated task 354 with 60 words,24,0.543,0.492,3,2,0,0,,,,,,,,,60.0,0.083,0.765,0.0,24,0
TASK-355,Simulated task 355 with 59 words,9,0.178,0.333,1,2,0,1,,,,,,,,,59.0,0.222,1.198,1.8,9,1
TASK-356,Simulated task 356 with 75 words,16,1.0,0.801,0,2,0,0,,,,,,,,,75.0,0.125,0.728,0.0,16,0
TASK-357,Simulated task 357 with 54 words,29,0.482,0.56,3,2,1,0,,,,,,,,,54.0,0.069,0.963,0.0,29,0
TASK-358,Simulated task 358 with 39 words,16,0.1,0.733,1,5,1,0,,,,,,,,,39.0,0.312,3.666,0.0,16,0
TASK-359,Simulated task 359 with 86 words,15,0.791,0.295,2,1,0,1,,,,,,,,,86.0,0.067,0.331,3.0,15,1
TASK-360,Simulated task 360 with 75 words,24,0.1,0.925,1,5,1,0,,,,,,,,,75.0,0.208,4.623,0.0,24,0
TASK-361,Simulated task 361 with 69 words,9,0.558,0.722,3,5,0,1,,,,,,,,,69.0,0.556,1.098,1.8,9,1
TASK-362,Simulated task 362 with 65 words,17,0.668,0.701,4,3,0,1,,,,,,,,,65.0,0.176,0.912,3.4000000000000004,17,1
TASK-363,Simulated task 363 with 56 words,21,0.636,0.837,2,1,1,0,,,,,,,,,56.0,0.048,1.136,0.0,21,0
TASK-364,Simulated task 364 with 70 words,12,0.811,0.68,2,2,0,0,,,,,,,,,70.0,0.167,0.746,0.0,12,0
